NAME	RNA splicing, via transesterification reactions	mRNA splicing, via spliceosome	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	blood vessel development	neuron migration	vasculature development	cardiac septum development	ventricular septum development	glucose catabolic process	pyruvate metabolic process	purine nucleotide catabolic process	DNA-templated transcription	regulation of DNA-templated transcription	regulation of transcription by RNA polymerase I	rRNA processing	RNA processing	mRNA processing	regulation of translation	regulation of translational initiation	cell-substrate junction assembly	enzyme-linked receptor protein signaling pathway	small GTPase-mediated signal transduction	chemical synaptic transmission	axonogenesis	axon guidance	central nervous system development	brain development	RNA splicing	nucleoside diphosphate metabolic process	purine ribonucleoside diphosphate metabolic process	ribonucleotide catabolic process	negative regulation of biosynthetic process	positive regulation of biosynthetic process	negative regulation of signal transduction	glial cell differentiation	regulation of gene expression	regulation of macromolecule biosynthetic process	positive regulation of macromolecule biosynthetic process	negative regulation of macromolecule biosynthetic process	positive regulation of macromolecule metabolic process	negative regulation of macromolecule metabolic process	post-transcriptional regulation of gene expression	negative regulation of gene expression	regulation of neuron projection development	RNA metabolic process	mRNA metabolic process	rRNA metabolic process	regulation of nucleobase-containing compound metabolic process	hexose catabolic process	pyridine nucleotide catabolic process	spinal cord development	telencephalon development	pallium development	limbic system development	hippocampus development	central nervous system neuron differentiation	neurogenesis	neuron differentiation	maturation of SSU-rRNA	forebrain development	hindbrain development	neuron projection development	positive regulation of cell projection organization	RNA biosynthetic process	gliogenesis	ribosomal small subunit biogenesis	chordate embryonic development	protein folding chaperone	negative regulation of nucleobase-containing compound metabolic process	positive regulation of nucleobase-containing compound metabolic process	positive regulation of transcription by RNA polymerase I	ADP metabolic process	ADP catabolic process	nicotinamide nucleotide metabolic process	neuron development	cell morphogenesis involved in neuron differentiation	generation of neurons	oligodendrocyte differentiation	neuron projection morphogenesis	dendrite morphogenesis	regulation of neurogenesis	negative regulation of neurogenesis	regulation of axonogenesis	modulation of chemical synaptic transmission	regulation of synapse organization	regulation of small GTPase mediated signal transduction	nuclear export	regulation of protein metabolic process	negative regulation of protein metabolic process	regulation of RNA metabolic process	negative regulation of RNA metabolic process	positive regulation of RNA metabolic process	regulation of nervous system development	negative regulation of nervous system development	epithelial tube morphogenesis	axon development	glycolytic process through fructose-6-phosphate	trans-synaptic signaling	regulation of plasma membrane bounded cell projection organization	plasma membrane bounded cell projection morphogenesis	ATP-dependent protein folding chaperone	intracellular signaling cassette	nucleic acid biosynthetic process	nucleoside phosphate catabolic process	regulation of cell junction assembly	regulation of intracellular signal transduction	positive regulation of RNA biosynthetic process	regulation of RNA biosynthetic process
regulation of neurogenesis	-0.031065950423919915	-0.03060859382623696	-0.017297187942543348	0.16573087171678771	0.18129019684272224	0.16557361906521317	0.15852257665458896	0.1379151291512931	7.080720210404533E-4	-0.020735507999169348	-0.020735507999169348	0.04641753203903709	0.05109847623379566	-0.0011946241911381273	-0.03376379770579221	-0.03384264971054423	-0.03291096658443596	0.02578796561604662	0.008426177324220657	0.0038362594214021166	0.11548328451671629	0.07863325224868567	0.06758706412447509	0.3479673901068629	0.21405634213983474	0.23363144722334062	0.22383162439287632	-0.032523301326274685	-0.020078641345267635	-0.0180545477826619	-0.01941297848149233	0.0916560353000387	0.06223305665242978	0.07566335666612449	0.2985772074208397	0.04596869656714451	0.0419179347686622	0.06576852162252764	0.09771955595154988	0.059006826491831525	0.09604384610365574	0.026317992799530576	0.1366318483014108	0.42133926090580714	0.023247867920402333	-0.0022882268485275863	-0.01581120547853069	0.037680436865598244	-0.00393834783877002	-0.015223972272188694	0.15852257665458896	0.2759406669705774	0.22721711331254674	0.1735129256253665	0.16656059641785553	0.24213617177463853	0.30794642750658896	0.23785583072057004	-0.02274359588221087	0.30483371886922817	0.19290716975021305	0.2710152790661045	0.3213475760065733	0.021782827490840692	0.3606239078376805	-0.0180545477826619	0.068357758410828	-0.02697009936352285	0.07589547159657499	0.08327513966480439	0.0026729721394051975	-0.015946322760545438	-0.014491473005214582	-0.010961950909524289	0.2600290999792147	0.366045000601612	0.24150776528602258	0.17843699587739717	0.34779244424214895	0.18637024724703877	1.0	0.6202626955576013	0.5160210825734132	0.10091192049363924	0.20101248734390845	0.04481943975700265	-0.02202354099167397	0.07903210679338481	0.08593117691384461	0.047975530620521775	0.08300114857104317	0.10026895162925194	0.9081343005419037	0.6252476882430651	0.17228551499651212	0.33755459643863256	-0.016468668740123024	0.06562705908192311	0.3348768969785879	0.342774163045681	-0.01891488302638027	0.05985077420907662	0.018958339154488576	-0.02569364960334641	0.12751251851329387	0.04644933690468431	0.08732289762340063	0.05060638770715609
negative regulation of neurogenesis	-0.034082106893881456	-0.03394760646317116	-0.014562035743177456	0.10396463536001171	0.1379390827401072	0.09808681707833025	0.1817972879797768	0.14502634025410704	0.01816577186144247	-0.025637705554836417	-0.025637705554836417	0.027630483213164445	0.028460688673769507	-0.01569186875891706	-0.030944894919742026	-0.019868415319594095	-0.02454888191786485	-0.003110419906686609	-0.019602851323829846	0.004889829750441738	0.0664189284538324	0.040612982169908766	0.024732400927464274	0.23735004073834684	0.17554423344140713	0.13881626237174016	0.1585322226197172	-0.024380709704507262	-0.025345622119818598	-0.024429217560873913	-0.025046996213827024	0.05001659294774948	0.03428657611837723	0.06499058107520646	0.19539326284344077	0.021100941629520253	0.01919431157875275	0.034225656553281476	0.053327060363696235	0.024281841212462383	0.05006477038442593	7.437390048198402E-4	0.09756911218604311	0.24083025305658223	0.014377497238267383	-0.0028760919490883993	-0.01656668462009743	0.018785016276340057	0.013101777610971067	-0.023104652152933898	0.20736612273040833	0.19746725063913295	0.14176528012571768	0.13777754503560713	0.13999275274791825	0.2154009559214035	0.15125744322407328	0.13505415443133328	-0.01823909799370136	0.2318959920188753	0.2161411169275807	0.15287640502689542	0.04645718915998803	0.014886668123325402	0.24794028589535955	-0.024429217560873913	0.06624064094615875	-0.02086073471385292	0.04869877271803325	0.043387572232805226	-0.013359647791106754	-0.023447579514217505	-0.022753390025279686	-0.006109293823359119	0.15091395294401314	0.221269598919491	0.138936862108601	0.08279842176550302	0.2023171931358618	0.08960248608053657	0.6202626955576013	1.0	0.41741726015919484	0.03626166148378592	0.13365780606514516	-0.016286035192811833	-0.02620308659182677	0.047227670801447734	0.08984939285152378	0.022228056962419016	0.050023467425698985	0.052567415435407334	0.5442942162988476	0.97720170090681	0.1456234343286592	0.22514865021733238	-0.013970341040677564	0.02371500208942622	0.17523498521689262	0.19883784861846313	-0.01569186875891706	0.030780400110629214	0.013453671766420568	-0.02776256577537356	0.09285314573506827	0.028618725624982234	0.0539095622334674	0.02820655440288808
regulation of axonogenesis	-0.034082106893881456	-0.03394760646317116	-0.014562035743177456	0.07306686416553002	0.17948418718636847	0.06835341544355057	0.10509078372788032	0.11744654477843193	-0.014562035743177456	-0.025637705554836417	-0.025637705554836417	-0.004042790949273269	-0.0015353792574005092	-0.01569186875891706	-0.030944894919742026	-0.043135375364909065	-0.03735574294183738	-0.018662519440124266	-0.019602851323829846	0.05796237216374874	0.07479185286231774	0.13136580818086338	0.08126965304761176	0.5124041244064851	0.287970019790308	0.09663583440627471	0.1130474778964587	-0.03726600165047781	-0.025345622119818598	-0.024429217560873913	-0.025046996213827024	0.00593383623998833	7.289667943054659E-4	0.03919721779452269	0.09044455799693356	0.0023211035792471673	9.042288109904683E-4	0.0030716454743549278	0.00781393826579691	0.0012074252951895473	0.01352880001459584	-0.024715019237095362	0.027249822226513447	0.5191924936025023	-0.01497106363801252	-0.04108089545191051	-0.03309622420741682	-0.00937036345748096	-0.01726432153946189	-0.023104652152933898	0.13065961847851146	0.2151053330426675	0.1629562608633555	0.11447423544197799	0.13999275274791825	0.2154009559214035	0.15125744322407328	0.1882815910817129	-0.01823909799370136	0.18961503745110805	0.08365792542238228	0.2653575462681379	0.3509498514450331	-0.013259427073151184	0.09126117879022586	-0.024429217560873913	-0.008035671705851283	-0.02086073471385292	-0.01368163562832474	-0.003969478646758504	-0.013359647791106754	-0.023447579514217505	-0.022753390025279686	-0.027515874543003783	0.23298174931373744	0.41987198308767454	0.1800622657093841	0.030386903009248928	0.3871461361897482	0.2048426777159137	0.5160210825734132	0.41741726015919484	1.0	0.1227509995557538	0.2502807937102217	0.08367652564582617	0.018904741390235603	0.02878691604276591	0.02620249724673385	-0.0054447338782677955	-0.010613332525851348	6.533012126903138E-4	0.4518321732290486	0.4300425226702198	0.08052807694417644	0.4662135145941625	-0.013970341040677564	0.07950271625574602	0.39124487004103975	0.3811382183939033	-0.01569186875891706	0.05642113026643321	-0.014089499834009733	-0.02776256577537356	0.16400191861859184	0.03860722201958389	0.004115328666807358	-0.0016947823847156388
modulation of chemical synaptic transmission	-0.031344223932315486	-0.030779313228099812	-0.017978541740502854	-5.186094352236874E-5	0.07200472162109049	-0.0042270836491014735	-0.006553764064493146	-0.014549272536372863	-0.017978541740502854	-0.0016571152385555627	0.010633156114062863	-0.07333986583251659	-0.06933228284419955	-0.01973265436028265	-0.04094848813158702	-0.06091047363022104	-0.03742004901667762	0.017946161515453987	6.676377761615799E-4	-0.017045370766303608	0.044728673473203466	-7.228335073489902E-4	0.8082068129884284	0.16158027986575912	0.07081955803027573	0.0548662208457446	0.07140873566866345	-0.036943324899239516	0.011550422034651208	0.014361694623534035	0.012477494452121348	-0.016263115598879697	-0.031888127331666176	-0.013729836227065579	0.04097124111012659	-0.042576103800593554	-0.04310605710885787	-0.037924233372343456	-0.012363175266190731	-0.03232877878516984	-0.014638322399091514	0.023938783409588927	0.02826679185427034	0.15523037373937054	-0.07204953371377464	-0.02280376286713335	-0.047933366588169	-0.06003775531957618	-0.022285080248169647	0.005421695433374277	0.019255306808955208	0.09543054402867536	0.07437830389909739	0.060972900932919426	0.06296340233703152	0.01635966281611148	0.09734640033637838	0.11634815485551772	-0.023936375569453387	0.10180811379175604	-0.004976537249651983	0.14264954398700594	0.11238388328489146	-0.07591631951144777	0.02873408037442093	-0.035861913293739035	-0.020318177008007046	-0.028663892741563616	-0.0388398456488208	-0.05026635968672633	-0.01618059633327048	0.004502825020793006	0.006350771372231672	-0.007377223820176592	0.14019297278635484	0.18027849316862365	0.10866643667389252	-0.004809243130699334	0.18613351068251785	0.17040668369812875	0.10091192049363924	0.03626166148378592	0.1227509995557538	1.0	0.2533209042181323	-0.00594267070612916	-0.0033341987674397485	0.01784654816432137	0.041605049773217016	-0.05777641269438519	-0.042672133861375985	-0.046232814503028075	0.1367472755156967	0.034176763097886996	0.0022306798974344694	0.1525856703607026	-0.002658410465059376	0.7992265549468259	0.12134801378802532	0.1828407677928845	-0.01973265436028265	0.03495518829139924	-0.07756581181356158	0.003630148783105343	0.11813040746290296	-0.00950680314881425	-0.054767288178173994	-0.06958546576619393
regulation of synapse organization	-0.04941044357102627	-0.049128255805746215	-0.016787129867102048	0.07058941660809268	0.20803455723542125	0.06525333074005643	0.05998405739338208	0.06806282722512914	-0.016787129867102048	-0.016906641895031438	-3.715745471424349E-4	-0.036657455664766095	-0.033611595266488846	-0.0183066361556052	-0.028983211910041447	-0.05697376208325121	-0.04592876843746219	0.0	-0.0048998721772501004	0.009394465434495302	0.043414120126448776	0.09469605231290885	0.19946870485156276	0.2880837548523694	0.20038504732873416	0.10074964690544354	0.11825378873558066	-0.056395734168826206	-0.016286035192811833	-0.014366439996167353	-0.015655946430257972	-0.0015702695629416518	-0.0336607033701453	0.0442953020134232	0.06344364800976024	-0.023904172699749728	-0.025772005031188202	-0.042304917893664744	0.0013230105840846844	-0.024585996513654857	0.0030869641912148944	-0.003699504743720526	0.006909423023468274	0.3446555819477431	-0.0477181263175185	-0.04883567455454024	-0.03435421387325607	-0.04040625342326382	-0.02048313481019588	0.0059306118414550356	0.09545635711438798	0.1600552443796497	0.11881188118811985	0.10033695245226491	0.08360790774300027	0.11610819539765845	0.18170350064287674	0.2228941196416963	-0.021869874248224595	0.1769384983509035	0.0770132563801953	0.300583058704234	0.19293109603712955	-0.04547273350863162	0.08801235261089348	-0.03141461545828856	0.019864141622067472	-0.02575018170491271	-0.0062559056400899845	-0.04471771939631105	-0.015209125475286713	-0.012355363796823006	-0.010960542048626227	-0.005294740557712727	0.2643659235354168	0.3621855146124525	0.2177805766229505	0.026534332590641172	0.3779798946864529	0.41300510915002375	0.20101248734390845	0.13365780606514516	0.2502807937102217	0.2533209042181323	1.0	0.04455882352941215	-0.018120252585339235	0.02116027784924088	0.03878513037770851	-0.035341338140752694	-0.0059303704737324135	-0.0449183679107162	0.28353714742211045	0.14659782408260943	0.05490139420645775	0.2622824833946306	0.004942921030952138	0.21253456221198141	0.2786568892319564	0.37249798892727015	-0.0183066361556052	0.046880122390995004	-0.04656046140493306	-0.005958117935685362	0.5464793082149468	0.014935324709961771	-0.041727629191783265	-0.03380467192273184
regulation of small GTPase mediated signal transduction	-0.04941044357102627	-0.049128255805746215	-0.016787129867102048	0.025906215483482497	0.03887688984880951	0.02197802197802273	0.04224790753288088	0.049424083769632796	-0.016787129867102048	-0.016906641895031438	-0.016906641895031438	-0.045996712022106416	-0.04340886157233243	0.00205949656750574	-0.04307887234716444	-0.07101992503452424	-0.056601510972537725	-0.03726708074534196	-0.023860247123989573	0.045746962115796264	0.043414120126448776	0.806006296924195	-0.024514144568207528	0.08916598047288565	0.10043317824482594	0.004056060551189271	0.021624066953177683	-0.056395734168826206	-0.016286035192811833	-0.014366439996167353	-0.015655946430257972	-0.043919963836215825	-0.0336607033701453	0.06221476510067168	0.022723806618879894	-0.04499144399104924	-0.04633313653515431	-0.03475198370602956	-0.04664837318698534	-0.024585996513654857	-0.03616158052566651	-0.04618413986514751	-0.042568399316999475	0.10154394299287305	-0.05746434144605374	-0.06561704534741272	-0.047364958701849744	-0.04040625342326382	-0.02048313481019588	-0.011663536621530574	-0.010960542048626227	0.03713649965472211	0.05642688162621715	3.7439161363005255E-4	0.010296540362440704	0.015502624142107513	0.052157880691880265	0.06696996241770005	-0.021869874248224595	0.027290952596521693	0.012805482910991954	0.09430340781515913	0.10396287040342737	-0.055647650623070775	0.03804042672655925	-0.03141461545828856	-0.016776451214492324	-0.02575018170491271	-0.04105438076308936	-0.026627369276894547	0.005941064638780554	-0.012355363796823006	-0.010960542048626227	-0.02100247087892922	0.08265551420950372	0.08172808132147466	0.061824056074254494	-0.009519951387482949	0.07975107707036876	0.049233627496516316	0.04481943975700265	-0.016286035192811833	0.08367652564582617	-0.00594267070612916	0.04455882352941215	1.0	-0.018120252585339235	-0.013184975559558	0.006921654036638828	-0.04745059355760382	-0.049396497592967756	-0.030166579187270656	0.03195477170773632	-0.01751797897842758	0.016325940908761865	0.076631717626393	-0.016005649052605545	-0.02534562211981701	0.09832111153994468	0.07769838640988042	-0.0183066361556052	0.309474374385313	-0.056527703894503775	-0.021554367826163337	0.09295861642989493	0.29977330310708106	-0.026101714753906373	-0.043572905043261674
nuclear export	0.11777888875480623	0.11904906617117197	0.047610693986387016	-0.01191836548130567	-0.029310051590226836	0.0060406672241543015	-0.02344204605281309	-0.021007151370679582	-0.01484106378499704	-0.0041998370212503276	-0.0041998370212503276	-0.00733114903234498	-0.008140415151826817	0.014312489350829445	0.057526675676220454	0.08503056089501253	0.11191473702089035	0.0860624523990873	0.061497081028213475	-0.02226880500796951	-0.011717021127909672	-0.013551261298685616	-0.015593511340496512	0.009580027095025976	-0.013563425944927952	-0.011724400158363294	-0.007963192355334063	0.11292102434127514	-0.0036491726007944103	-0.0019242600761852377	-0.003086617400324506	0.02908212250378208	0.004919499105545612	-0.015330910137833728	7.868575595882755E-4	0.0013054141723146827	-1.7723847050892574E-4	0.003713951539696956	0.03181510147305377	0.0012128248836170432	0.03050990844298475	0.09839813713972165	0.08606338031233254	-0.002098048814603672	0.01101874642872841	0.07936895263962036	0.046252486082478644	0.004192656766328352	-0.017657916659865446	5.614823133094623E-4	-0.02344204605281309	-0.01597190647099178	-0.008218798044134829	-0.0036491726007944103	0.004011278086210394	-0.013195342820182147	-0.018468340168324705	-0.01703086267286036	0.03791431523726158	-0.023791573073006635	0.015119621829027466	-0.011724400158363294	-0.0038331056967889393	0.006419558676892741	-0.004964918027134402	0.067977432487268	-1.412047115317846E-4	0.030943307387843427	0.008159697432986364	-0.0024009921981003354	0.018583462887306466	-8.123036932693699E-5	0.001219208068942468	-0.007751033081970682	-0.016171490391900252	-9.56549465201388E-4	-0.018344693953237314	-0.02266923906259161	-0.004699146591769389	-0.0041998370212503276	-0.02202354099167397	-0.02620308659182677	0.018904741390235603	-0.0033341987674397485	-0.018120252585339235	-0.018120252585339235	1.0	0.025563053013817724	0.04830914475859432	0.006614176488448297	0.006532164709773323	-0.007643693009780175	-0.012772724288600924	-0.026821159190153415	-0.018971547151586794	0.004328729158853926	0.017467637684512156	-0.016118200134319412	-0.013932647966246632	-0.0053871443871926755	0.014312489350829445	-0.008225259692212156	0.005093001411754149	-0.008218798044134829	-0.015644812047673873	-0.0044838038300896756	-0.010012616267564315	-0.008289995173951988
regulation of protein metabolic process	-0.009210926413946822	-0.008288958421924715	-0.01294266995462121	0.08830872227757715	0.011144507108844784	0.09044204571820022	0.012583209280116874	0.0063997724525344584	-0.006449447711321441	-0.015232449943137119	-0.015232449943137119	-0.007815622363337436	-8.184243694039346E-4	0.017288972831614697	-0.013520629821743567	-0.001863557379938926	-0.0033220200760351	0.41755768148565037	0.14836184981004907	0.0283774139526992	0.1289686145219493	0.009159184459475738	-0.011753278817509856	-0.0015242268716435803	1.4538533722782194E-4	0.008295425430603066	0.0011250100447325526	-0.007785233286677323	-0.014241511727491276	-0.011244153804457747	-0.013246499781993708	0.20329807836690067	0.12111385809235006	0.17991437081161554	0.04455490637483943	0.14051071140380567	0.14024605288041314	0.10500721884225567	0.19113729668745505	0.26495070624040795	0.29298575967988694	0.40600252599318803	0.25590171305019915	0.058735659655831905	-0.0032451710676399377	0.06825592427398308	0.008743267619738102	0.022070093581668542	-0.011721315616632297	-0.007189455465317972	-0.03116310423278932	0.004993448543359842	0.007161215507829607	0.004199243031190549	0.0042768934458745425	0.024697897699056465	0.05889615472995871	0.03389513665543637	-0.013798555463724379	0.00478094522244334	0.023435630635864915	0.021202643320877332	0.03325582136144976	-0.024677519105888685	0.0697217717413339	-0.017429133338430224	0.07912294192147694	0.011651422367608784	0.07592128243798912	0.05632067091859193	0.00873439240283784	-0.008209445757520776	-0.0061652107968431	-0.003914000706694366	0.009328951553058388	0.016145818683018582	0.03208770472297998	0.027274393941530615	0.0035673124416883534	0.03384223041665223	0.07903210679338481	0.047227670801447734	0.02878691604276591	0.01784654816432137	0.02116027784924088	-0.013184975559558	0.025563053013817724	1.0	0.52853115291836	0.030217368293245173	0.07503725287345418	0.04593380128638195	0.08728165971890363	0.04499869309818225	0.05234986026820874	0.0011252312814300077	-0.005381336413953032	-0.014094394643050137	0.04441238657387004	0.005985767417982608	0.004358564579398556	0.1316276664943211	-0.026723767338343297	-0.01698076101477678	0.04666109311317732	0.15977292827906825	0.005621042967633254	-0.001783969757464965
negative regulation of protein metabolic process	0.0011970671853955216	0.001890315457233038	-0.017881590810432835	0.0659470947797359	0.0038768836597784053	0.06774805896637867	0.034533838074004966	0.013716676999381507	-0.0030220055431280815	-0.025425838341453445	-0.025425838341453445	-9.649924105578986E-4	0.0028458824479975307	0.03906700733536668	0.0051030074903052995	-2.6844676700641984E-4	0.0010056478810282815	0.31667516573176935	0.11347628982415395	0.037859812870661265	0.09639535544485094	0.011343974281531752	0.030601088387099303	0.007511051547216911	-0.004681241868416029	5.083512474546209E-4	-0.00979701864853468	0.001616382057649065	-0.024715019237095362	-0.022534740148778386	-0.023996318215484556	0.1957299109333175	0.06118886654739508	0.18409521737779283	0.04426744557080117	0.0752305388434963	0.07434813610271823	0.04012868130423334	0.20104723822560197	0.07097460264394255	0.33129993912588157	0.2705619273597469	0.30169196272715215	0.04465050647583429	-0.0010170360352498595	0.06945647827246004	0.027328181704789317	0.016895608008279727	-0.0077400257192064914	-0.019510997716402953	-0.018733260515015032	0.012287829931009547	0.029794308217451198	7.437390048198402E-4	-0.0018991897811338017	0.053100464669124214	0.053149702323572405	0.04589201283237637	-0.009545872109279535	0.001095384814621506	-0.0034171022138077545	0.030079110086286817	0.02406019423138487	-0.009803949412529576	0.06266186305090825	-0.009591262425375606	0.07849324524208648	0.012718490728828465	0.08917222523321792	0.02325277153267704	0.014004702061803204	-0.02027986509674081	-0.018733260515015032	0.006383474198983951	0.02618380314621313	0.012931703746421967	0.044903482009316174	0.009793830038448206	-0.0027428474976789055	0.012552896411934045	0.08593117691384461	0.08984939285152378	0.02620249724673385	0.041605049773217016	0.03878513037770851	0.006921654036638828	0.04830914475859432	0.52853115291836	1.0	0.015921499879560153	0.08137082148966565	0.01860208675747739	0.11476276077147463	0.08718594386600508	0.04663249030329102	0.023905983350429625	-0.0020417251317037433	0.028852834198373953	0.02093120057085115	-0.004208230077770631	-0.004945190801943692	0.06753002167873046	-0.01011859336790686	-0.018715976371677105	0.057191708689025685	0.09881402913665885	-0.0016124416659334686	0.0024118735082464403
regulation of RNA metabolic process	0.028535786683299452	0.029629805474918152	-0.010734577780262173	0.03037344726118947	0.006996974281392093	0.030660114294712177	0.015725647088189836	0.013139142827348696	-0.0045146726862304535	-0.021911043580357652	-0.01883762690793539	0.9065172564390317	0.9340501090543033	0.03987012533603338	-0.007221055942669317	0.03521104208031773	0.03486869849855111	0.01236429433051853	-0.006303968160090602	-0.011827068608800662	0.05322205720927221	-0.06134809028359295	-0.10882329889096427	-0.020007885539390768	-0.008089629259545891	0.04880806110428508	0.03386823774493813	0.03595154226323651	-0.02081850656753736	-0.017535181059651902	-0.01664892440413649	0.44081592828251787	0.5335616791435884	0.04082208089225853	0.025726893879973137	0.7541750850361884	0.731216087951801	0.5449135355939841	0.4495816558933892	0.513419729875984	0.41164650447606455	0.06356221395498202	0.14853144791159198	-0.02384376149550214	0.7973472989127343	0.11242700288391755	-0.003124617497857736	0.9246848773358838	-0.010065967476500006	-0.013144033378151372	0.015725647088189836	0.002534901810936945	0.003073079411400703	0.01915330242456486	0.00782101951087395	0.03565559739815086	0.008193948171274988	-0.005675787778604751	-0.012279662788267682	0.03022351863328953	0.02895368238165485	-0.052652412377924306	-0.016512796144185982	0.7924733943608098	0.028535786683299452	-0.02061395619145128	0.05144821851634332	-0.012712983294882877	0.46001884108604507	0.6083614222679895	0.031952323328414	-0.014243257660253646	-0.012043848761986574	-0.023404094167223406	-0.0524663200779827	-0.033894674400210836	-0.002994102800563105	0.017953184313344563	-0.04352667605541586	-0.01883762690793539	0.047975530620521775	0.022228056962419016	-0.0054447338782677955	-0.05777641269438519	-0.035341338140752694	-0.04745059355760382	0.006614176488448297	0.030217368293245173	0.015921499879560153	1.0	0.478492625052768	0.6227942784920885	0.03432188040838774	0.020006489337466023	0.02796839330361976	-0.026904891556984237	-0.0034014794512884426	-0.10890766169803301	-0.047305934875671155	-0.046603294647179556	-0.009845337429738595	-0.014755559868273722	0.7728373711434182	-0.024491720236210587	-0.03282795530100818	0.028460562869911644	0.5850230372338141	0.9365834711852281
negative regulation of RNA metabolic process	0.023493752828714232	0.024458127740286998	-0.019308631619698736	0.07637803728841877	0.03139526304139311	0.07946545057063278	0.052329439360503854	0.03844046034604168	0.0022260577807169148	-0.018314326712483897	-0.011592780001510787	0.4651751685487135	0.48976370102030653	0.04293395393628202	-0.007407619675326143	0.001776528610064934	0.019305865219800336	0.010353227771010734	-0.01529432127515519	0.007391230006372888	0.09940766741622342	-0.06526830656953209	-0.07408666198140537	-0.024074050398250814	0.007282566457017008	0.06852807314526674	0.07760236242830343	0.008710306442656536	-0.017350754742690648	-0.014432533813147097	-0.009629247416266796	0.702561283331092	0.27524947675955225	0.11315802265104731	0.04367374061558972	0.32247047475037144	0.30813332037702856	0.284728695256479	0.723849743312836	0.25704613394748466	0.6549011045272817	0.06992372892255881	0.2115554467772658	-0.0053270008343497665	0.3450574478028026	0.09792769521250125	-0.0068434023475029615	0.42573320438350293	-0.003098465900944515	-0.010476161152762646	0.03859508340920754	0.032101511909654885	0.013720664759166149	0.029811200775182407	0.00844539320940604	0.07244861161197243	0.05376778978223748	0.038559698668473606	-0.019299358009035844	0.06864178172298781	0.05112301545736122	-0.02168712558158326	-0.0043136172268622005	0.35561276291187904	0.04180324496317485	-0.028003537609977706	0.1303665995150613	-0.004396994736103038	0.9468115623296771	0.3064820693806537	0.02603719135552269	-0.011472363429730233	-0.009475162420332053	-0.011709288675572745	-0.008085073636215162	-0.016883584237990083	0.04516332363378847	0.0408441749755768	-0.028061373315442062	0.0018503134204360982	0.08300114857104317	0.050023467425698985	-0.010613332525851348	-0.042672133861375985	-0.0059303704737324135	-0.049396497592967756	0.006532164709773323	0.07503725287345418	0.08137082148966565	0.478492625052768	1.0	0.3181423573431491	0.07017692317706638	0.04778409005289304	0.09004893737956307	-0.035757289869284455	-0.0038892572408100305	-0.07087606715177902	-0.031817596290094896	-0.030224084109871787	-0.014204317470507396	0.02534297958937305	0.34361837540767776	-0.012668079996441909	-0.004799977278214907	0.0792581892339719	0.3282354949725488	0.4908196634318805
positive regulation of RNA metabolic process	0.030384613284258382	0.031410391378890616	-0.00881884595281223	0.08883809939317028	0.030153563798517437	0.08960005494828978	0.045938587113806946	0.036876937753398516	-0.00340962962062534	-0.015943273976791666	-0.015943273976791666	0.5863775885175738	0.6158344508010062	0.06991185290643107	0.0014284991198419588	0.030900828046516726	0.02888258566913039	0.02450861441397743	0.007201430716135209	-0.008743950889082384	0.0816710048673448	-0.03921218768531652	-0.08479626212523883	0.0018267359195614575	0.00847820936608037	0.11755568432950754	0.11371769859603305	0.048519928623273076	-0.014920933054125049	-0.011834822331158325	-0.013895420674586606	0.2761469880792384	0.7260700205863755	0.05523398620218264	0.0648654975975739	0.43080455595049694	0.4150744508705928	0.7567821196788033	0.28688800642479917	0.672846771063733	0.25539602414837015	0.04650913642314178	0.11390815280311842	-9.393836599431236E-4	0.4613192789034565	0.10763187538843981	0.013077863075517844	0.5599798190363154	-0.008793481308200226	-0.007674911619102502	0.024912440273339515	0.0361539943004358	0.03231095373835493	0.03699318116859249	0.024047405364603744	0.06983970058611655	0.07896166360685083	0.058572308643124876	-0.0109229682828249	0.07718537799002151	0.07272616770227697	-0.00794750723251826	0.009063609812282861	0.4659265192750894	0.06926643330293403	-0.017050465745236672	0.10382237857988796	-0.027826806480322028	0.30156466560203865	0.9346140514798964	0.06931580519868523	-0.008719766373848992	-0.006626779987360852	-0.017884202096093045	4.386457501160599E-4	-0.010017047646305052	0.06528482439684279	0.03239089476366036	-0.022963541412464848	-0.031493426129497806	0.10026895162925194	0.052567415435407334	6.533012126903138E-4	-0.046232814503028075	-0.0449183679107162	-0.030166579187270656	-0.007643693009780175	0.04593380128638195	0.01860208675747739	0.6227942784920885	0.3181423573431491	1.0	0.08540682400866327	0.05031750093040533	0.07960493202377451	0.001674922308589009	-0.007740376274208899	-0.08706545568430923	-0.012556334685528692	-0.025492679393153833	-0.016357192621088267	0.04716123823601673	0.4511984499220103	-0.02400957276364592	-0.0324479652934234	0.06304048126331636	0.955219134411026	0.6164808058212283
